date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-05 23:59:03,coindesk,,1,24,22,"The latest Bitcoin Price Index is 1,003.66 USD http://www.coindesk.com/price/ pic.twitter.com/VXkYkByzfQ",,,,817158501340508160,https://twitter.com/coindesk/status/817158501340508160
2017-01-05 23:29:32,iamjosephyoung,,1,13,59,"People panic as #bitcoin declines from $1140 to 970, calling it a bubble. Bitcoin was only $930 a week ago and is now over $1000 again. pic.twitter.com/SXeiriBtK9",,,#bitcoin,817151074079424512,https://twitter.com/iamjosephyoung/status/817151074079424512
2017-01-05 21:57:49,coindesk,,0,23,34,"Thanks to our readers who have retweeted our Bitcoin Price Index over 115k times! pic.twitter.com/qAJk1JNfQr",,,,817127994154217472,https://twitter.com/coindesk/status/817127994154217472
2017-01-05 20:02:22,Bitcoin,,1,4,5,"Bitcoin's Rollercoaster 2017: What's Happened So Far http://ow.ly/CMqu508gt2s",,,,817098938461384705,https://twitter.com/Bitcoin/status/817098938461384705
2017-01-05 20:00:04,coindesk,,2,31,20,"The latest Bitcoin Price Index is 961.84 USD http://www.coindesk.com/price/ pic.twitter.com/vgII11gjn1",,,,817098360704397318,https://twitter.com/coindesk/status/817098360704397318
2017-01-05 19:21:52,coindesk,,0,9,8,"Bitcoin's Rollercoaster 2017: What's Happened So Far http://www.coindesk.com/bitcoin-price-rollercoaster-2017-heres-missed/ …pic.twitter.com/GN8XEENput",,,,817088746072010752,https://twitter.com/coindesk/status/817088746072010752
2017-01-05 19:00:01,coindesk,,4,50,36,"Yahoo Finance – Bitcoin is Becoming the New Gold http://finance.yahoo.com/news/bitcoin-is-becoming-the-new-gold-151420538.html … by @readDanwritepic.twitter.com/CVgaYJ3Mxs",,@readDanwritepic,,817083245665878018,https://twitter.com/coindesk/status/817083245665878018
2017-01-05 18:57:52,BTCNewsletter,bitcoinagile,0,0,0,"RT @bitcoinagile bitcoin plunges by a fifth https://btc.icymi.email/bitcoin-plunges-by-a-fifth/ … #investors #controlpic.twitter.com/5aBL9LzdUo",,@bitcoinagile,#investors #controlpic,817082705485688832,https://twitter.com/BTCNewsletter/status/817082705485688832
2017-01-05 18:27:48,BTCNewsletter,,0,3,1,"#investors Bitcoin slides as much as 20 percent as Chinese yuan rises https://btc.icymi.email/bitcoin-slides-as-much-as-20-percent-as-chinese-yuan-rises/ … #trading #Reuterspic.twitter.com/eLHTCJXHXV",,,#investors #trading #Reuterspic,817075139342925826,https://twitter.com/BTCNewsletter/status/817075139342925826
2017-01-05 18:26:06,loomdart,,1,0,1,"im gonna put my phone in a sandwich bag and go in the shower if this shit gets wet and breaks I swear to god I will sue you bitcoin",,,,817074713054892032,https://twitter.com/loomdart/status/817074713054892032
