date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-17 23:59:03,coindesk,,0,35,28,"The latest Bitcoin Price Index is 904.58 USD http://www.coindesk.com/price/ pic.twitter.com/VIgpq8Om9B",,,,821507155140481024,https://twitter.com/coindesk/status/821507155140481024
2017-01-17 23:35:09,loomdart,,0,0,0,"""i took bitcoin from little kids for my 'pump group' then dumped on them"" sounds better..... right?",,,,821501141963993093,https://twitter.com/loomdart/status/821501141963993093
2017-01-17 23:13:39,coindesk,,1,20,17,"Bitcoin's Price Breaks Out of Range to Reach $900 http://www.coindesk.com/bitcoins-price-breaks-range-reach-900/ …pic.twitter.com/5EbaEqvblS",,,,821495731345326080,https://twitter.com/coindesk/status/821495731345326080
2017-01-17 22:41:44,loomdart,,2,0,18,"my bitcoin buys at the exact bottom not looking bad at all",,,,821487697734684675,https://twitter.com/loomdart/status/821487697734684675
2017-01-17 21:00:04,coindesk,,2,13,14,"After a relaxing week, the price of bitcoin has found new strength http://www.coindesk.com/bitcoins-price-50-already-today/ …",,,,821462114111987713,https://twitter.com/coindesk/status/821462114111987713
2017-01-17 20:03:03,coindesk,,0,9,9,"Estimating China's Real Bitcoin Trading Volumes http://www.coindesk.com/estimating-data-china-real-bitcoin-trading-volumes/ …pic.twitter.com/E5NsTlnBQC",,,,821447763242221568,https://twitter.com/coindesk/status/821447763242221568
2017-01-17 20:00:03,coindesk,,1,39,44,"The latest Bitcoin Price Index is 903.37 USD http://www.coindesk.com/price/ pic.twitter.com/m4NvX1cteg",,,,821447009861255172,https://twitter.com/coindesk/status/821447009861255172
2017-01-17 18:26:56,loomdart,,1,0,0,"$BTCUSD #Bitcoin pic.twitter.com/MUXk0HHjkC",,,#Bitcoin,821423574581972994,https://twitter.com/loomdart/status/821423574581972994
2017-01-17 18:19:36,loomdart,loomdart,0,0,0,"for any bitcoin companies reading this: just wait before applying. the process WILL get easier as the license gets adjusted",,,,821421731042775040,https://twitter.com/loomdart/status/821421731042775040
2017-01-17 18:11:27,coindesk,,1,51,59,"BREAKING: Bitcoin Exchange Coinbase Receives New York BitLicense http://www.coindesk.com/bitcoin-exchange-coinbase-receives-bitlicense/ …pic.twitter.com/jRpcCWQbxI",,,,821419679197577216,https://twitter.com/coindesk/status/821419679197577216
