date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-16 23:59:03,coindesk,,1,21,20,"The latest Bitcoin Price Index is 830.40 USD http://www.coindesk.com/price/ pic.twitter.com/fwNgQMWhzl",,,,821144766838611970,https://twitter.com/coindesk/status/821144766838611970
2017-01-16 23:57:14,loomdart,,0,0,1,"I'd probably clone bitcoin but reduce block size and increase block times",,,,821144308933951489,https://twitter.com/loomdart/status/821144308933951489
2017-01-16 23:53:52,coindesk,,0,10,9,"Bitcoin Tranquility Continues as Prices Remain in $800 Range http://www.coindesk.com/bitcoin-tranquility-prices-800-range/ …pic.twitter.com/ccep94bUio",,,,821143462368120833,https://twitter.com/coindesk/status/821143462368120833
2017-01-16 22:59:52,coindesk,,0,10,7,"The Chinese central bank's muscle flexing calmed bitcoin fever last week http://www.coindesk.com/bitcoin-price-fluctuations-calmed-chinese-regulatory-suspense/ …",,,,821129874064703488,https://twitter.com/coindesk/status/821129874064703488
2017-01-16 22:58:15,BTCNewsletter,,0,1,1,"#Digital Coinbase CEO Says Bitcoin Exchange Will Be ‘Forced’ to Fight IRS Order https://btc.icymi.email/coinbase-ceo-says-bitcoin-exchange-will-be-forced-to-fight-irs-order/ … #Responsepic.twitter.com/8syzb7ONKP",,,#Digital #Responsepic,821129465812123649,https://twitter.com/BTCNewsletter/status/821129465812123649
2017-01-16 22:20:23,coindesk,,0,14,9,"Masters-Backed Hedge Fund: Greed and Leverage Broke Bitcoin's Rally http://www.coindesk.com/masters-backed-hedge-fund-greed-leverage-broke-bitcoins-rally/ …pic.twitter.com/VhtCuTX6PK",,,,821119939264335872,https://twitter.com/coindesk/status/821119939264335872
2017-01-16 20:38:16,TuurDemeester,business,3,14,21,"Editor couldn't resist the clickbait. Evil traders taking over Bitcoin - quick, hide... https://twitter.com/business/status/821044177991532547 …",,,,821094239635271682,https://twitter.com/TuurDemeester/status/821094239635271682
2017-01-16 20:07:16,BitcoinMagazine,,2,48,33,"Don Tapscott Predicts ""Blockchain Davos"" at World Economic Forum https://bitcoinmagazine.com/articles/don-tapscott-predicts-blockchain-davos-world-economic-forum/ … #blockchain #bitcoin #Davos #fintechpic.twitter.com/hr82nEHBJt",,,#blockchain #bitcoin #Davos #fintechpic,821086438288719874,https://twitter.com/BitcoinMagazine/status/821086438288719874
2017-01-16 20:00:03,coindesk,,0,30,20,"The latest Bitcoin Price Index is 830.44 USD http://www.coindesk.com/price/ pic.twitter.com/rxHoKEetFl",,,,821084620640972800,https://twitter.com/coindesk/status/821084620640972800
2017-01-16 19:10:25,TuurDemeester,dominic_w,0,1,0,"Important but not crucial IMO. Upward volatility is less harmful than downward... Bitcoin Vs Rupee fex",,,,821072129055592448,https://twitter.com/TuurDemeester/status/821072129055592448
2017-01-16 18:35:35,BitcoinMagazine,,2,17,14,"Chinese Exchanges Curb Bitcoin Margin Trading https://bitcoinmagazine.com/articles/chinese-exchanges-curb-margin-trading/ … #bitcoin #china #fintech #blockchain #tradingpic.twitter.com/M3nCTekJxE",,,#bitcoin #china #fintech #blockchain #tradingpic,821063367091748864,https://twitter.com/BitcoinMagazine/status/821063367091748864
2017-01-16 17:10:11,BTCTN,,1,8,10,"Gold and Bitcoin Form Symbiotic Relationship https://news.bitcoin.com/gold-bitcoin-form-symbiotic-relationship/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/ORLkK67zYW",,,,821041875393998848,https://twitter.com/BTCTN/status/821041875393998848
2017-01-16 16:00:03,coindesk,,0,19,13,"The latest Bitcoin Price Index is 830.60 USD http://www.coindesk.com/price/ pic.twitter.com/I2AuPfMCrx",,,,821024224286568449,https://twitter.com/coindesk/status/821024224286568449
2017-01-16 15:31:19,TuurDemeester,kyletorpey,0,7,12,". @aantonop's interesting comment on my article: segwit & LN critics are stimulating trust vulnerable off-chain Bitcoin scaling. https://twitter.com/kyletorpey/status/820892237768835072 …",,@aantonop,,821016991427235842,https://twitter.com/TuurDemeester/status/821016991427235842
2017-01-16 14:27:10,BTCTN,,0,10,12,"Why Bitcoin Is Close to a Record-Breaking 3 Exahashes Of Processing Power https://news.bitcoin.com/why-bitcoin-is-close-to-a-record-breaking-3-exahashes-processing-power/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/fMTuay8MiK",,,,821000850206142464,https://twitter.com/BTCTN/status/821000850206142464
