date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-20 23:59:02,coindesk,,0,16,12,"The latest Bitcoin Price Index is 891.70 USD http://www.coindesk.com/price/ pic.twitter.com/bOSr5kbnvu",,,,822594316392660992,https://twitter.com/coindesk/status/822594316392660992
2017-01-20 21:00:27,coindesk,,3,24,13,"Marijuana businesses in Washington State could be hit by a bill banning them from using bitcoin http://bit.ly/2iWqeEp",,,,822549375083802625,https://twitter.com/coindesk/status/822549375083802625
2017-01-20 20:00:02,coindesk,,0,20,16,"The latest Bitcoin Price Index is 896.17 USD http://www.coindesk.com/price/ pic.twitter.com/5N3zCUSf11",,,,822534171063189504,https://twitter.com/coindesk/status/822534171063189504
2017-01-20 18:35:28,coindesk,,1,17,17,"Bitcoin Markets Muted as Donald Trump Becomes US President http://bit.ly/2j3fm7F pic.twitter.com/DSkqHADy0l",,,,822512888355098624,https://twitter.com/coindesk/status/822512888355098624
2017-01-20 17:08:09,BTCTN,,0,9,4,"Needham: Banning Does Not Prevent Bitcoin Adoption https://news.bitcoin.com/needham-banning-not-prevent-bitcoin-adoption/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/8KjmXBsLG8",,,,822490914555711489,https://twitter.com/BTCTN/status/822490914555711489
2017-01-20 16:44:05,loomdart,,1,0,7,"why do I get this weird feeling bitcoin is about to explode upwards",,,,822484857582481409,https://twitter.com/loomdart/status/822484857582481409
2017-01-20 16:00:03,coindesk,,0,22,11,"The latest Bitcoin Price Index is 895.99 USD http://www.coindesk.com/price/ pic.twitter.com/9XBFOfP6y4",,,,822473774083821568,https://twitter.com/coindesk/status/822473774083821568
2017-01-20 15:01:04,coindesk,,0,12,3,"The price of monero appears to be developing a closer relationship with bitcoin, the world's largest cryptocurrency http://www.coindesk.com/monero-prices-forging-closer-ties-to-bitcoin/ …",,,,822458931435995136,https://twitter.com/coindesk/status/822458931435995136
2017-01-20 14:01:13,coindesk,,0,22,16,"Barron's – We Need to Talk About Bitcoin http://bit.ly/2iKhT3d",,,,822443871506460672,https://twitter.com/coindesk/status/822443871506460672
2017-01-20 13:01:58,coindesk,,1,24,0,"Ex-Gemini Lawyer: SEC 'Unlikely' to Approve Winklevoss Bitcoin ETF http://www.coindesk.com/ex-gemini-lawyer-sec-unlikely-to-approve-winklevoss-bitcoin-etf/ …pic.twitter.com/0Uuyy7DR9U",,,,822428958696280065,https://twitter.com/coindesk/status/822428958696280065
2017-01-20 12:00:03,coindesk,,0,25,19,"The latest Bitcoin Price Index is 887.03 USD http://www.coindesk.com/price/ pic.twitter.com/vbm4NMbV3M",,,,822413379033767940,https://twitter.com/coindesk/status/822413379033767940
2017-01-20 11:38:25,coindesk,,0,22,21,"Blockstream Makes its Case for Bitcoin-Powered Private Blockchains http://bit.ly/2iS0ZzK pic.twitter.com/xSPiZVN4EA",,,,822407934135140352,https://twitter.com/coindesk/status/822407934135140352
2017-01-20 11:06:07,BTCTN,,0,8,8,"Report: The North American Bitcoin Conference – Day Two https://news.bitcoin.com/report-north-american-bitcoin-conference-day-two/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/1uqTRlLqj1",,,,822399803392868353,https://twitter.com/BTCTN/status/822399803392868353
2017-01-20 08:00:03,coindesk,,1,20,10,"The latest Bitcoin Price Index is 895.59 USD http://www.coindesk.com/price/ pic.twitter.com/7UFPxmZmbC",,,,822352979403673602,https://twitter.com/coindesk/status/822352979403673602
2017-01-20 06:18:11,BTCTN,,0,4,8,"Bitcoin is Tapping Into the Laws of Nature. Part 3. https://news.bitcoin.com/bitcoin-tapping-laws-nature-part-3/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/jFbzK7XNLK",,,,822327345516118017,https://twitter.com/BTCTN/status/822327345516118017
2017-01-20 04:00:02,coindesk,,0,29,11,"The latest Bitcoin Price Index is 896.15 USD http://www.coindesk.com/price/ pic.twitter.com/gxwiZW8HHu",,,,822292578401914880,https://twitter.com/coindesk/status/822292578401914880
2017-01-20 01:47:29,BTCNewsletter,YahooFinance,1,5,0,"RT @YahooFinance Bitcoin is having trouble getting through $900 https://btc.icymi.email/bitcoin-is-having-trouble-getting-through-900/ … #Cryptocurrency #Accountingpic.twitter.com/9hxYJ1MiSk",,@YahooFinance,#Cryptocurrency #Accountingpic,822259219726565378,https://twitter.com/BTCNewsletter/status/822259219726565378
