date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-25 23:59:03,coindesk,,0,23,19,"The latest Bitcoin Price Index is 894.31 USD http://www.coindesk.com/price/ pic.twitter.com/vIOYsFGc2z",,,,824406258228875266,https://twitter.com/coindesk/status/824406258228875266
2017-01-25 23:12:43,coindesk,,0,9,5,"Press Release: Press Release: Bitcoin Faucets become the new entry for Bitcoin points in developing countries http://zpr.io/PYBbs",,,,824394597614911488,https://twitter.com/coindesk/status/824394597614911488
2017-01-25 22:10:49,coindesk,,0,9,6,"Despite Fall in Volume, Traders Stick with China's Bitcoin Exchanges http://www.coindesk.com/volume-traders-china-bitcoin-exchanges/ …pic.twitter.com/6PdXasru74",,,,824379022100545540,https://twitter.com/coindesk/status/824379022100545540
2017-01-25 21:41:09,BitcoinMagazine,,4,20,21,"Third Bitcoin ETF Filed With SEC, but Will They Actually Become Reality? https://bitcoinmagazine.com/articles/third-bitcoin-etf-filed-sec-will-they-actually-become-reality/ … #bitcoin #fintech #tradingpic.twitter.com/aoP9kNRHpc",,,#bitcoin #fintech #tradingpic,824371553844559873,https://twitter.com/BitcoinMagazine/status/824371553844559873
2017-01-25 20:52:21,TuurDemeester,,9,31,56,"Discussion at Satoshi Roundtable: what features define Bitcoin? pic.twitter.com/jiPopfMHqX",,,,824359275539689477,https://twitter.com/TuurDemeester/status/824359275539689477
2017-01-25 20:00:03,coindesk,,0,17,12,"The latest Bitcoin Price Index is 893.84 USD http://www.coindesk.com/price/ pic.twitter.com/u8PyRivO1D",,,,824346114027638793,https://twitter.com/coindesk/status/824346114027638793
2017-01-25 19:01:28,BTCNewsletter,,0,1,1,"Top #SF The technology behind bitcoin could transform how the economy works https://btc.icymi.email/tummeley-worldwebforum-new-chains-on-the-blockthe-promise-of-the-blockchain-the-trust-machine-via-theeconomist/ … #success #CApic.twitter.com/lKOShFSf3S",,,#SF #success #CApic,824331371644592128,https://twitter.com/BTCNewsletter/status/824331371644592128
2017-01-25 18:01:25,BTCNewsletter,motherboard,0,0,0,"RT @motherboard Washington bill would make it illegal to pay for weed with bitcoin https://btc.icymi.email/washington-bill-would-make-it-illegal-to-pay-for-weed-with-bitcoin/ … #digitalpic.twitter.com/JmsL8E1yID",,@motherboard,#digitalpic,824316258762031108,https://twitter.com/BTCNewsletter/status/824316258762031108
2017-01-25 17:52:20,loomdart,,0,0,0,"Bitcoin thought it just had a minor stomach cramp... but boy when it sat on the toilet the most illiquid substance escaped it's bowels!",,,,824313972568555522,https://twitter.com/loomdart/status/824313972568555522
2017-01-25 17:11:10,BTCTN,,0,9,10,"Why South Korean Bitcoin Adoption Could Outpace Most Other Countries This Year https://news.bitcoin.com/south-korean-bitcoin-adoption-outpace-countries-year/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/t9CebShiGP",,,,824303610808807424,https://twitter.com/BTCTN/status/824303610808807424
2017-01-25 17:07:35,coindesk,,0,3,1,"Bitcoin Prices Dip Below $900 After Trading Volume Drop http://www.coindesk.com/bitcoin-price-dips-900-trading-volume-drop/ …pic.twitter.com/BTuMc2ngsN",,,,824302711764094977,https://twitter.com/coindesk/status/824302711764094977
2017-01-25 16:00:03,coindesk,,0,14,13,"The latest Bitcoin Price Index is 891.10 USD http://www.coindesk.com/price/ pic.twitter.com/TF8pyaEVmV",,,,824285713344724996,https://twitter.com/coindesk/status/824285713344724996
2017-01-25 15:48:09,BitcoinMagazine,,1,15,25,"A Closer Look at Bitcoin Unlimited’s Configurable Block Size Proposal https://bitcoinmagazine.com/articles/closer-look-bitcoin-unlimiteds-configurable-block-size-proposal/ … #bitcoin #technology #blockchainpic.twitter.com/PoXrglPjRo",,,#bitcoin #technology #blockchainpic,824282719886655488,https://twitter.com/BitcoinMagazine/status/824282719886655488
2017-01-25 14:21:12,BTCTN,,0,4,7,"Is a ‘Core of Bitcoin Core’ Hostile to Competing Code? https://news.bitcoin.com/is-a-core-of-bitcoin-core-hostile-to-competing-code/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/CdIRF1T5f9",,,,824260836357091328,https://twitter.com/BTCTN/status/824260836357091328
2017-01-25 14:01:56,coindesk,,0,14,12,"Scaling Revisited: What If Bitcoin's Biggest 'Problem' is its Greatest Strength? http://www.coindesk.com/bitcoin-scaling-biggest-problem-greatest-stregth-satoshi-roundtable/ …pic.twitter.com/CmGGoiQX7F",,,,824255989960605698,https://twitter.com/coindesk/status/824255989960605698
