date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-15 23:59:02,coindesk,,0,16,20,"The latest Bitcoin Price Index is 822.17 USD http://www.coindesk.com/price/ pic.twitter.com/A9NgPNRPXk",,,,820782377005969408,https://twitter.com/coindesk/status/820782377005969408
2017-01-15 23:00:26,coindesk,,0,8,9,"The suspense surrounding potential bitcoin regulations in China served to limit this week's price movements. http://www.coindesk.com/bitcoin-price-fluctuations-calmed-chinese-regulatory-suspense/ …",,,,820767629237424128,https://twitter.com/coindesk/status/820767629237424128
2017-01-15 21:27:26,TuurDemeester,TuurDemeester,0,4,6,"I assume you're not satisfied with bitcoin's current lack of on-chain fungibility - I share that sentiment.",,,,820744225641725953,https://twitter.com/TuurDemeester/status/820744225641725953
2017-01-15 21:26:14,TuurDemeester,cryptorush,2,1,2,"Bitcoin bills or coins (fex casascius) are verifiably authentic and perfectly fungible.",,,,820743922779492352,https://twitter.com/TuurDemeester/status/820743922779492352
2017-01-15 21:00:11,coindesk,,1,33,33,"Yahoo! Finance – Why China’s central bank fears bitcoin https://yhoo.it/2ihUScG by @readDanwrite",,@readDanwrite,,820737365715144706,https://twitter.com/coindesk/status/820737365715144706
2017-01-15 20:00:03,coindesk,,0,13,17,"The latest Bitcoin Price Index is 813.27 USD http://www.coindesk.com/price/ pic.twitter.com/wfjQ0DVDRv",,,,820722232796348417,https://twitter.com/coindesk/status/820722232796348417
2017-01-15 19:58:58,TuurDemeester,,16,140,245,"I just published “Bitcoin: digital gold or digital cash? Both.” https://medium.com/p/bitcoin-digital-gold-or-digital-cash-both-382a346e6c79 …",,,,820721963098324996,https://twitter.com/TuurDemeester/status/820721963098324996
2017-01-15 18:32:55,BTCNewsletter,hgetson,0,1,1,"#payments Central Banks Consider Bitcoin’s Technology, if Not Bitcoin https://btc.icymi.email/central-banks-consider-bitcoins-technology-if-not-bitcoin-4/ … via @hgetson #economicpic.twitter.com/S4mm1HZ4Lx",,@hgetson,#payments #economicpic,820700308166811648,https://twitter.com/BTCNewsletter/status/820700308166811648
2017-01-15 17:30:09,BTCTN,,0,4,9,"Things Bitcoin Companies Try To Patent https://news.bitcoin.com/things-bitcoin-companies-try-to-patent/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/pH8u2Sczyh",,,,820684508940730368,https://twitter.com/BTCTN/status/820684508940730368
2017-01-15 16:34:46,iamjosephyoung,bobbyclee,0,0,0,"And if they do ban #bitcoin, users will simply move to underground markets, which are even harder to oversee & regulate",,,#bitcoin,820670571822227456,https://twitter.com/iamjosephyoung/status/820670571822227456
2017-01-15 16:00:03,coindesk,,1,23,21,"The latest Bitcoin Price Index is 815.55 USD http://www.coindesk.com/price/ pic.twitter.com/ecJfeqpnff",,,,820661834629967873,https://twitter.com/coindesk/status/820661834629967873
2017-01-15 14:48:19,coindesk,,9,24,29,"The Blockchain 'Bullies': Truth, Trolling and Bitcoin Uncensored's Big Short http://www.coindesk.com/blockchain-bullies-truth-trolling-bitcoin-uncensoreds-big-short/ …pic.twitter.com/3R2KuZWRRZ",,,,820643784551759873,https://twitter.com/coindesk/status/820643784551759873
2017-01-15 14:19:41,BTCTN,,0,5,12,"Nigerian SEC Associates Shady MLM Schemes Like Onecoin With Bitcoin https://news.bitcoin.com/nigerian-sec-associates-shady-mlm-schemes-like-onecoin-with-bitcoin/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/w70WBYdRmv",,,,820636579123183617,https://twitter.com/BTCTN/status/820636579123183617
2017-01-15 13:08:51,loomdart,,0,0,1,"$BTC #Bitcoin no coincidence she's right in the middle :) pic.twitter.com/z4MSQgYS9r",,,#Bitcoin,820618754010845184,https://twitter.com/loomdart/status/820618754010845184
2017-01-15 12:49:55,loomdart,loomdart,2,0,2,"However not sure on the vaildity of ""sell bitcoin"" as I'm guessing people who have bitcoin already know how to sell it",,,,820613986630696960,https://twitter.com/loomdart/status/820613986630696960
2017-01-15 12:48:06,loomdart,,1,0,0,"Interesting comparisons for google searches ""buy bitcoin"" and ""sell bitcoin"" pic.twitter.com/j7ZfnnWPQS",,,,820613532001697792,https://twitter.com/loomdart/status/820613532001697792
2017-01-15 12:45:52,loomdart,,0,0,3,"Google trends result for ""How to sell bitcoin"" pic.twitter.com/IZL4Tgx27o",,,,820612967226109952,https://twitter.com/loomdart/status/820612967226109952
2017-01-15 12:00:02,coindesk,,1,11,12,"The latest Bitcoin Price Index is 816.91 USD http://www.coindesk.com/price/ pic.twitter.com/DknBQjBKZK",,,,820601435775762432,https://twitter.com/coindesk/status/820601435775762432
2017-01-15 11:09:04,BTCTN,,0,5,13,"Deploy Servers Anonymously with Bitcoin from the Command Line https://news.bitcoin.com/deploy-servers-anonymously-with-bitcoin-from-the-command-line/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/4q51dRAkfM",,,,820588605911363584,https://twitter.com/BTCTN/status/820588605911363584
2017-01-15 08:00:03,coindesk,,1,14,16,"The latest Bitcoin Price Index is 814.00 USD http://www.coindesk.com/price/ pic.twitter.com/xCoKAatibe",,,,820541037890379776,https://twitter.com/coindesk/status/820541037890379776
2017-01-15 04:00:03,coindesk,,2,16,22,"The latest Bitcoin Price Index is 821.11 USD http://www.coindesk.com/price/ pic.twitter.com/fUW0E4I0KC",,,,820480640994988033,https://twitter.com/coindesk/status/820480640994988033
2017-01-15 01:17:04,loomdart,loomdart,1,0,0,"preferably with some bitcoin in it my kids haven't eaten for weeks",,,,820439624824881153,https://twitter.com/loomdart/status/820439624824881153
2017-01-15 01:16:46,loomdart,wurstgelee,2,0,0,"give me a bitcoin address",,,,820439548748582913,https://twitter.com/loomdart/status/820439548748582913
2017-01-15 01:00:08,coindesk,,0,21,16,"China's bitcoin traders remain confident, despite apparent central bank moves to calm the industry http://bit.ly/2j4gtlQ",,,,820435366222188544,https://twitter.com/coindesk/status/820435366222188544
2017-01-15 00:36:55,loomdart,Cryptopathic,1,0,0,"bitcoin is going to 1000p0",,,,820429519836344326,https://twitter.com/loomdart/status/820429519836344326
