date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-28 23:59:03,coindesk,,0,26,20,"The latest Bitcoin Price Index is 920.27 USD http://www.coindesk.com/price/ pic.twitter.com/3j5EeiFqyq",,,,825493421473267712,https://twitter.com/coindesk/status/825493421473267712
2017-01-28 23:00:23,coindesk,,0,9,11,"Bitcoin volume has been migrating to no-fee exchanges, data shows, but analysts say it will be a short-term trend http://bit.ly/2kdAuJA",,,,825478659662290945,https://twitter.com/coindesk/status/825478659662290945
2017-01-28 22:20:13,BTCNewsletter,alt_bit_coins,0,0,0,"RT @alt_bit_coins Florida bitcoin exchange operator's dad avoids prison https://btc.icymi.email/florida-bitcoin-exchange-operators-dad-avoids-prison/ … #Business #Companiespic.twitter.com/UPPn0lt5OF",,@alt_bit_coins,#Business #Companiespic,825468551406428160,https://twitter.com/BTCNewsletter/status/825468551406428160
2017-01-28 22:10:09,TuurDemeester,,4,34,29,"Ransomware attack: Austrian 4★ Hotel pays €1,500 in Bitcoin to hackers. IT system frozen, 180 guests locked in/out. http://ow.ly/Vzp7308rXt9",,,,825466018034307072,https://twitter.com/TuurDemeester/status/825466018034307072
2017-01-28 20:00:02,coindesk,,2,20,18,"The latest Bitcoin Price Index is 919.35 USD http://www.coindesk.com/price/ pic.twitter.com/wzneez3LWk",,,,825433273128062976,https://twitter.com/coindesk/status/825433273128062976
2017-01-28 19:14:38,BTCTN,,0,6,10,"Bitcoin Powerhouse Bitfury Initiates Global Blockchain Business Council in Davos https://news.bitcoin.com/bitcoin-powerhouse-bitfury-initiates-global-blockchain-business-council-in-davos/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/swsvG0qJN8",,,,825421846711382017,https://twitter.com/BTCTN/status/825421846711382017
2017-01-28 18:05:37,coindesk,,1,13,11,"Review: Putting Ledger's New Bitcoin Hardware to the Test http://www.coindesk.com/review-putting-ledgers-newest-bitcoin-hardware-test/ …pic.twitter.com/xj4ZDYemzu",,,,825404479000424449,https://twitter.com/coindesk/status/825404479000424449
2017-01-28 17:50:49,BTCNewsletter,bitcoinagile,0,0,0,"RT @bitcoinagile Bitcoin firm gets approval to operate in Switzerland https://btc.icymi.email/bitcoin-firm-gets-approval-to-operate-in-switzerland-switzerland-cryptocurrency/ … #fintech #bankingpic.twitter.com/g3mY1DeshE",,@bitcoinagile,#fintech #bankingpic,825400755297349633,https://twitter.com/BTCNewsletter/status/825400755297349633
2017-01-28 17:04:34,BTCTN,,0,4,7,"Venezuelan Authorities are ‘Weakening’ Bitcoin Mining Operations https://news.bitcoin.com/venezuelan-authorities-weakening-bitcoin-mining-operations/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/BgnrtMs0zT",,,,825389113444478976,https://twitter.com/BTCTN/status/825389113444478976
2017-01-28 16:00:03,coindesk,,0,14,16,"The latest Bitcoin Price Index is 918.99 USD http://www.coindesk.com/price/ pic.twitter.com/DndE06rfXn",,,,825372876329123844,https://twitter.com/coindesk/status/825372876329123844
2017-01-28 15:45:17,iamjosephyoung,cnLedger,0,0,1,"Interesting that they framed it as a ""digital currency institute"" not blockchain. Would have been better with #bitcoin institute",,,#bitcoin,825369160087515137,https://twitter.com/iamjosephyoung/status/825369160087515137
2017-01-28 15:00:11,TuurDemeester,coindesk,1,20,24,"Modular Bitcoin scaling alternative: MimbleWimble sidechain in conjunction with Lightning & cross-chain atomic swaps. https://twitter.com/coindesk/status/825176761302384640 …",,,,825357812108660737,https://twitter.com/TuurDemeester/status/825357812108660737
2017-01-28 13:50:17,BTCNewsletter,,0,0,1,"New #CyberSecurity MMM's Bitcoin comeback https://btc.icymi.email/mmms-bitcoin-comeback-independent-online-bitcoin/ … #banking #Virtualpic.twitter.com/StLDow44MN",,,#CyberSecurity #banking #Virtualpic,825340220514131968,https://twitter.com/BTCNewsletter/status/825340220514131968
2017-01-28 13:34:21,coindesk,,0,14,6,"Bitcoin Volume is On the Move as Traders Embrace No-Fee Exchanges http://bit.ly/2k3fdQJ pic.twitter.com/OjmZdrbIxr",,,,825336212575641600,https://twitter.com/coindesk/status/825336212575641600
2017-01-28 12:00:02,coindesk,,0,24,19,"The latest Bitcoin Price Index is 920.01 USD http://www.coindesk.com/price/ pic.twitter.com/z5ryghXfT6",,,,825312478007537665,https://twitter.com/coindesk/status/825312478007537665
