date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-09 23:59:03,coindesk,,0,14,12,"The latest Bitcoin Price Index is 900.11 USD http://www.coindesk.com/price/ pic.twitter.com/LB0YMg7yIm",,,,818608052417024005,https://twitter.com/coindesk/status/818608052417024005
2017-01-09 22:56:52,coindesk,,1,9,9,"Bitcoin's Price Volatile at $900 as China Concerns Linger http://www.coindesk.com/bitcoins-price-volatile-900-china-concerns-linger/ …pic.twitter.com/9Znse2gHOb",,,,818592402382475266,https://twitter.com/coindesk/status/818592402382475266
2017-01-09 22:44:22,TuurDemeester,pietercleppe,2,5,16,"Unless the higher prices for Bitcoin in China actually reflect the true market value of the Yuan — lower than the official exchange rates. https://twitter.com/pietercleppe/status/818585239098392579 …",,,,818589258147459072,https://twitter.com/TuurDemeester/status/818589258147459072
2017-01-09 22:22:42,BTCNewsletter,CNBC,0,0,0,"Bitcoin exchange operator pleads guilty in US case tied to JPMorgan hack https://btc.icymi.email/bitcoin-exchange-operator-pleads-guilty-in-us-case-tied-to-jpmorgan-hack/ … via @CNBC #hackingpic.twitter.com/8n13kGYecV",,@CNBC,#hackingpic,818583806986817538,https://twitter.com/BTCNewsletter/status/818583806986817538
2017-01-09 21:52:37,BTCNewsletter,TheBitcoinNews,0,0,0,"RT @TheBitcoinNews Remitano Introduces an Independent P2P Bitcoin Exchange Platform https://btc.icymi.email/remitano-introduces-an-independent-p2p-bitcoin-exchange-platform-bitcoin-news/ … #ma #bupic.twitter.com/9smTHaZSAh",,@TheBitcoinNews,#ma #bupic,818576235634814976,https://twitter.com/BTCNewsletter/status/818576235634814976
2017-01-09 21:09:38,BTCNewsletter,,0,0,1,"#hacking Bitcoin exchange operator pleads guilty in U.S. case tied to JPMorgan hack https://btc.icymi.email/bitcoin-exchange-operator-pleads-guilty-in-us-case-tied-to-jpmorgan-hack-2/ … #newyorkpic.twitter.com/pMZ5oUYXjH",,,#hacking #newyorkpic,818565417253867520,https://twitter.com/BTCNewsletter/status/818565417253867520
2017-01-09 20:43:38,coindesk,,0,17,10,"Bitcoin Exchange Operator Pleads Guilty to Money Crimes http://www.coindesk.com/bitcoin-exchange-operator-pleads-guilty-money-crimes/ …pic.twitter.com/2PPF5ZPi4u",,,,818558874504622080,https://twitter.com/coindesk/status/818558874504622080
2017-01-09 20:00:03,coindesk,,0,18,14,"The latest Bitcoin Price Index is 893.88 USD http://www.coindesk.com/price/ pic.twitter.com/wwSUTd7xt1",,,,818547905095155713,https://twitter.com/coindesk/status/818547905095155713
2017-01-09 19:19:10,BitcoinMagazine,,0,29,24,"Barry Silbert Shares DGC’s Perspective on #Ethereum; Announces Etherscan Investment http://btcm.ag/dcgbseth #blockchain #bitcoin #fintechpic.twitter.com/FAeC0rfetU",,,#Ethereum #blockchain #bitcoin #fintechpic,818537618937958404,https://twitter.com/BitcoinMagazine/status/818537618937958404
2017-01-09 17:58:56,TuurDemeester,cnLedger,3,4,10,"People's Reserve Bank of Bitcoin https://twitter.com/cnLedger/status/818500764498694144 …",,,,818517426165977088,https://twitter.com/TuurDemeester/status/818517426165977088
2017-01-09 17:07:11,BTCTN,,0,4,6,"Kickstarter-backed Board Game Bitcoin Empire Ships https://news.bitcoin.com/kickstarter-backed-board-game-bitcoin-empire-ships/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/4wG8jHArZz",,,,818504401539080192,https://twitter.com/BTCTN/status/818504401539080192
2017-01-09 17:01:14,coindesk,,0,8,5,"Think you've seen all the bitcoin stock photos? If @corintxt is right, you probably have: http://bit.ly/2iY8GIS pic.twitter.com/c3hlp7xhi2",,@corintxt,,818502905326080000,https://twitter.com/coindesk/status/818502905326080000
2017-01-09 16:12:48,MatiGreenspan,,0,0,0,"Big thanks to @GuyYomTov for making my #bitcoin video go viral. https://www.youtube.com/watch?v=K4oRb13hOpw …",,@GuyYomTov,#bitcoin,818490716594798595,https://twitter.com/MatiGreenspan/status/818490716594798595
2017-01-09 16:00:02,coindesk,,0,28,21,"The latest Bitcoin Price Index is 900.93 USD http://www.coindesk.com/price/ pic.twitter.com/F3lZBdtLeR",,,,818487505037103107,https://twitter.com/coindesk/status/818487505037103107
2017-01-09 13:54:35,coindesk,,1,11,5,"Indonesia's AML Watchdog Links Bitcoin to Islamic State - CoinDesk http://www.coindesk.com/indonesias-aml-agency-links-bitcoin-islamic-state-terrorism/ …pic.twitter.com/kfz8jbH3Ad",,,,818455933655322625,https://twitter.com/coindesk/status/818455933655322625
2017-01-09 13:39:33,BTCNewsletter,,0,0,1,"#Traffic Remitano Introduces an Independent P2P Bitcoin Exchange Platform https://btc.icymi.email/remitano-introduces-an-independent-p2p-bitcoin-exchange-platform/ … #Industry #bankingpic.twitter.com/A5MQPM67vS",,,#Traffic #Industry #bankingpic,818452151278194688,https://twitter.com/BTCNewsletter/status/818452151278194688
2017-01-09 12:00:02,coindesk,,1,26,12,"The latest Bitcoin Price Index is 903.20 USD http://www.coindesk.com/price/ pic.twitter.com/PM8h6u4syL",,,,818427107319709696,https://twitter.com/coindesk/status/818427107319709696
2017-01-09 11:55:19,coindesk,,0,12,7,"Bitcoin is Still Volatile, But That Doesn't Mean It's Not Viable http://www.coindesk.com/bitcoin-still-volatile-doesnt-mean-not-viable/ …pic.twitter.com/vy3OtQX8j7",,,,818425917760487424,https://twitter.com/coindesk/status/818425917760487424
2017-01-09 11:55:02,loomdart,,0,2,1,"perpetually long bitcoin perpetually short eurusd shorting and closing gold on its jagged way up and it's inevitable death spiral down",,,,818425848948785152,https://twitter.com/loomdart/status/818425848948785152
2017-01-09 11:06:08,BTCTN,,1,5,5,"Ark Invest Reveals New Data on Bitcoin Asset Classification https://news.bitcoin.com/ark-invest-new-data-bitcoin-asset/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/vBMQu8DCQw",,,,818413544139984897,https://twitter.com/BTCTN/status/818413544139984897
2017-01-09 08:00:03,coindesk,,0,26,15,"The latest Bitcoin Price Index is 885.64 USD http://www.coindesk.com/price/ pic.twitter.com/cPZGq1DCkM",,,,818366713334996992,https://twitter.com/coindesk/status/818366713334996992
2017-01-09 07:00:33,coindesk,,0,13,10,"Wired – Bitcoin Will Never Be a Currency, It’s Something Way Weirder http://bit.ly/2j7VFcS by @CadeMetzpic.twitter.com/w1qPaJ4Tr7",,@CadeMetzpic,,818351739749433345,https://twitter.com/coindesk/status/818351739749433345
2017-01-09 06:36:12,TuurDemeester,JoeButtram,1,0,0,"You mean people act like sidechains help Bitcoin scale in the near term?",,,,818345610327814144,https://twitter.com/TuurDemeester/status/818345610327814144
2017-01-09 05:30:00,coindesk,,3,26,20,"Time – Why You Shouldn’t Invest in Bitcoin http://ti.me/2jj3DPK by @kerryclose",,@kerryclose,,818328950200037377,https://twitter.com/coindesk/status/818328950200037377
2017-01-09 04:00:02,coindesk,,0,23,20,"The latest Bitcoin Price Index is 889.08 USD http://www.coindesk.com/price/ pic.twitter.com/7VcOFhogK1",,,,818306311641333764,https://twitter.com/coindesk/status/818306311641333764
2017-01-09 02:47:45,TuurDemeester,SuB8u,1,14,20,"And Bitcoin — the most robust digital wealth transference system on the planet — increasingly plays a role in it. https://twitter.com/SuB8u/status/586379948060905472 …",,,,818288121762762752,https://twitter.com/TuurDemeester/status/818288121762762752
2017-01-09 01:33:06,TuurDemeester,Truthcoin,3,4,15,"Bitcoin Sidechains FTW https://twitter.com/Truthcoin/status/818124578736246784 …",,,,818269331528282113,https://twitter.com/TuurDemeester/status/818269331528282113
2017-01-09 01:07:24,TuurDemeester,taidi_ji,1,1,0,"a hardware wallet isn't harder to use than a bitcoin exchange account imo",,,,818262867648675840,https://twitter.com/TuurDemeester/status/818262867648675840
