date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-27 23:59:03,coindesk,,0,13,13,"The latest Bitcoin Price Index is 918.61 USD http://www.coindesk.com/price/ pic.twitter.com/gbqWrsAoLI",,,,825131034337505280,https://twitter.com/coindesk/status/825131034337505280
2017-01-27 22:35:30,BitcoinMagazine,,2,23,17,"ShapeShift Security Chief Michael Perklin: ""2017 Will Be the Year of Blockchains"" https://bitcoinmagazine.com/articles/shapeshift-security-chief-michael-perklin-2017-will-be-year-blockchains/ … #bitcoin #security #Blockchainpic.twitter.com/t6hjZmY6if",,,#bitcoin #security #Blockchainpic,825110006618025984,https://twitter.com/BitcoinMagazine/status/825110006618025984
2017-01-27 21:46:07,BTCNewsletter,,0,1,1,"New #markets Man buys house with bitcoin, lucks into a $1.3M profit https://btc.icymi.email/man-buys-house-with-bitcoin-lucks-into-a-13m-profit-residualbitcoin/ … #cryptocurrency #Popularpic.twitter.com/616YeXaJeB",,,#markets #cryptocurrency #Popularpic,825097580933705728,https://twitter.com/BTCNewsletter/status/825097580933705728
2017-01-27 20:00:03,coindesk,,0,19,12,"The latest Bitcoin Price Index is 918.78 USD http://www.coindesk.com/price/ pic.twitter.com/6Xf7b4t1WX",,,,825070888710238208,https://twitter.com/coindesk/status/825070888710238208
2017-01-27 18:48:44,coindesk,,1,7,10,"Watch Washington's Senate Debate If Buying Weed With Bitcoin is Bad http://www.coindesk.com/watch-washington-senate-debate-weed-bitcoin/ …pic.twitter.com/8pL4zPDfLe",,,,825052940612296704,https://twitter.com/coindesk/status/825052940612296704
2017-01-27 18:32:26,BitcoinMagazine,,0,12,7,"Last chance for discounted tickets for Distributed: Markets to hear 60+ #bitcoin & #blockchain speakers. More info: http://godistributed.com/markets pic.twitter.com/I9mr1lvQjQ",,,#bitcoin #blockchain,825048840248098816,https://twitter.com/BitcoinMagazine/status/825048840248098816
2017-01-27 18:17:28,TuurDemeester,,0,6,8,"""While Bitcoin Unlimited arguably offers more autonomy to users, it doesn't ensure technical blockchain convergence"" https://bitcoinmagazine.com/articles/how-bitcoin-unlimited-users-may-end-different-blockchains/ …",,,,825045070764244992,https://twitter.com/TuurDemeester/status/825045070764244992
2017-01-27 18:01:22,TuurDemeester,TuurDemeester,12,30,41,"Introduction of fees in Chinese Bitcoin exchanges has normalized volumes. A more balanced picture of the global market emerges. https://twitter.com/TuurDemeester/status/825040536478302208 …",,,,825041018613616641,https://twitter.com/TuurDemeester/status/825041018613616641
2017-01-27 17:59:27,TuurDemeester,,12,100,130,"24h Bitcoin exchange volumes Poloniex $49M Bitfinex $13M Huobi $9M OkCoin $8M BTCC $8M Kraken $7M BeiBT $7M GDAX $5M Bitstamp $5M BTC-E $4M",,,,825040536478302208,https://twitter.com/TuurDemeester/status/825040536478302208
2017-01-27 17:46:32,BTCNewsletter,DavidPapp,0,1,0,"RT @DavidPapp Bitcoin firm gets approval to operate in Switzerland https://btc.icymi.email/bitcoin-firm-gets-approval-to-operate-in-switzerland/ … #digital #Technologypic.twitter.com/OAibqUZlLf",,@DavidPapp,#digital #Technologypic,825037287390056448,https://twitter.com/BTCNewsletter/status/825037287390056448
2017-01-27 17:34:34,BTCTN,,1,19,14,"How Trump’s Wall and Remittance Tax Could Give Bitcoin a Boost https://news.bitcoin.com/trump-wall-remittance-tax-bitcoin-boost/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/SibDew31Av",,,,825034275632209920,https://twitter.com/BTCTN/status/825034275632209920
2017-01-27 16:37:57,BitcoinMagazine,,5,63,65,"How Bitcoin Unlimited Users May End Up on Different Blockchains https://bitcoinmagazine.com/articles/how-bitcoin-unlimited-users-may-end-different-blockchains/ … #bitcoin #blockchain #technologypic.twitter.com/XgegW7KaB6",,,#bitcoin #blockchain #technologypic,825020029070614529,https://twitter.com/BitcoinMagazine/status/825020029070614529
2017-01-27 16:00:02,coindesk,,2,23,24,"The latest Bitcoin Price Index is 920.82 USD http://www.coindesk.com/price/ pic.twitter.com/8RYQYPCeRR",,,,825010487377137665,https://twitter.com/coindesk/status/825010487377137665
2017-01-27 15:35:26,loomdart,,0,0,2,"*waiting for bitcoin to rekt some stuff*",,,,825004295045132289,https://twitter.com/loomdart/status/825004295045132289
2017-01-27 15:01:18,coindesk,,0,11,27,"Business Insider - Here's why the Chinese love bitcoin http://www.businessinsider.com/why-chinese-love-bitcoin-popular-china-btcc-bobby-lee-2017-1?r=UK&IR=T … vía @BIUK_Finance",,@BIUK_Finance,,824995703818768385,https://twitter.com/coindesk/status/824995703818768385
2017-01-27 13:45:54,BTCNewsletter,OpenLedgerDEX,0,0,0,"#la bitcoin Is Good Investment for Everyone https://btc.icymi.email/bitcoin-is-good-investment-for-everyonebtc-crypto-cryptocurrency/ … via @CCEDKOpenLedger #digitalpic.twitter.com/H90LTKqvw1",,@CCEDKOpenLedger,#la #digitalpic,824976729164881920,https://twitter.com/BTCNewsletter/status/824976729164881920
2017-01-27 13:01:13,coindesk,,1,13,9,"The Satoshi Roundtable 'unconference' saw sidechains emerge as an increasingly popular scaling solution for bitcoin http://www.coindesk.com/blocked-block-size-bitcoin-basics-satoshi-roundtable/ …",,,,824965486370766849,https://twitter.com/coindesk/status/824965486370766849
2017-01-27 12:00:03,coindesk,,0,17,12,"The latest Bitcoin Price Index is 918.09 USD http://www.coindesk.com/price/ pic.twitter.com/4vWf8xZ0Mc",,,,824950090683076608,https://twitter.com/coindesk/status/824950090683076608
2017-01-27 08:00:03,coindesk,,0,25,17,"The latest Bitcoin Price Index is 918.46 USD http://www.coindesk.com/price/ pic.twitter.com/eD4lwXzR48",,,,824889694412435457,https://twitter.com/coindesk/status/824889694412435457
2017-01-27 05:30:00,coindesk,,0,14,4,"China-based bitcoin exchange Huobi announced another update to its trading fee policies today. http://www.coindesk.com/bitvc-bitcoin-trading-fees-international-exchange/ …",,,,824851932577615872,https://twitter.com/coindesk/status/824851932577615872
2017-01-27 04:00:02,coindesk,,0,19,12,"The latest Bitcoin Price Index is 912.90 USD http://www.coindesk.com/price/ pic.twitter.com/v2MJb2m9NW",,,,824829293859577856,https://twitter.com/coindesk/status/824829293859577856
2017-01-27 03:00:00,coindesk,,1,13,13,"Bloomberg – Bitcoin Lovers, Thank Beijing https://www.bloomberg.com/gadfly/articles/2017-01-26/bitcoin-freedom-lovers-can-thank-china-s-communists … by @Asia_G3",,@Asia_G3,,824814186094006272,https://twitter.com/coindesk/status/824814186094006272
2017-01-27 02:28:43,coindesk,,3,20,10,"Bitcoin's Volume is Continuing to Decline at Major Exchanges http://bit.ly/2jDmJRe pic.twitter.com/yhbPH8Xcoo",,,,824806309497278464,https://twitter.com/coindesk/status/824806309497278464
2017-01-27 01:01:04,TuurDemeester,tdryja,2,8,19,"Bitcoin mining as the ultimate lottery https://twitter.com/tdryja/status/824771430088744960 …",,,,824784254232121345,https://twitter.com/TuurDemeester/status/824784254232121345
2017-01-27 01:00:44,coindesk,,0,10,6,"Work is advancing on a highly anticipated bitcoin project originally proposed by an anonymous cryptographer: http://www.coindesk.com/bitcoin-devs-feeling-optimistic-mimblewimble/ …",,,,824784168802455552,https://twitter.com/coindesk/status/824784168802455552
