date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-24 23:59:03,coindesk,,1,23,17,"The latest Bitcoin Price Index is 885.70 USD http://www.coindesk.com/price/ pic.twitter.com/B9gvpCy4ku",,,,824043868924608512,https://twitter.com/coindesk/status/824043868924608512
2017-01-24 23:54:27,TuurDemeester,kyletorpey,1,17,34,"Fees introduced: playing field between Chinese and Western bitcoin exchanges is now (almost) level. https://twitter.com/kyletorpey/status/823909228406390788 …",,,,824042712945065986,https://twitter.com/TuurDemeester/status/824042712945065986
2017-01-24 23:00:23,coindesk,,2,11,4,"Tyler and Cameron Winklevoss' former lawyer says bitcoin ETFs won't likely happen any time soon: http://bit.ly/2koEZ0y",,,,824029107684016128,https://twitter.com/coindesk/status/824029107684016128
2017-01-24 20:00:02,coindesk,,0,20,11,"The latest Bitcoin Price Index is 903.51 USD http://www.coindesk.com/price/ pic.twitter.com/diW7cLdRna",,,,823983722559078404,https://twitter.com/coindesk/status/823983722559078404
2017-01-24 19:00:29,coindesk,,1,4,5,"Barron's – A Bitcoin ETF? Another Naysayer Speaks Out http://blogs.barrons.com/focusonfunds/2017/01/23/a-bitcoin-etf-another-naysayer-speaks-out/ … by @pokerjo1994",,@pokerjo1994,,823968734775832576,https://twitter.com/coindesk/status/823968734775832576
2017-01-24 18:01:13,coindesk,,1,6,2,"The lawyer who helped craft Gemini's legal layout predicts the SEC won't approve bitcoin ETFs anytime happen soon. http://bit.ly/2jsTgJD",,,,823953819356823554,https://twitter.com/coindesk/status/823953819356823554
2017-01-24 17:08:09,BTCTN,,0,6,7,"The Qtum Project Creates a Mixture of Bitcoin and Ethereum https://news.bitcoin.com/qtum-project-mixture-bitcoin-ethereum/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/oGnJM28DTD",,,,823940463627366400,https://twitter.com/BTCTN/status/823940463627366400
2017-01-24 16:06:20,BitcoinMagazine,,0,20,21,"Western Union Settlement: A Cautionary Tale for #Bitcoin Money Transmitters - feat. Joe Ciccolo of @bitAML https://bitcoinmagazine.com/articles/western-union-settlement-cautionary-tale-bitcoin-money-transmitters/ … #FinTechpic.twitter.com/ppjC27sAnY",,@bitAML,#Bitcoin #FinTechpic,823924907880972290,https://twitter.com/BitcoinMagazine/status/823924907880972290
2017-01-24 16:00:03,coindesk,,0,14,12,"The latest Bitcoin Price Index is 904.03 USD http://www.coindesk.com/price/ pic.twitter.com/q6qd25krpd",,,,823923325298765834,https://twitter.com/coindesk/status/823923325298765834
2017-01-24 15:55:00,coindesk,,0,3,4,"Huobi Adds Bitcoin Trading Fees on International Exchange http://www.coindesk.com/huobi-bitcoin-trading-fees-international-exchange/ …pic.twitter.com/4yCaQEbAIm",,,,823922056127512578,https://twitter.com/coindesk/status/823922056127512578
2017-01-24 14:11:06,coindesk,,0,11,5,"Bitcoin’s Price Unfazed as China’s Exchanges Add Fees http://www.coindesk.com/bitcoin-price-china-exchange-fees/ …pic.twitter.com/STqRWELoOh",,,,823895910031781889,https://twitter.com/coindesk/status/823895910031781889
2017-01-24 13:01:14,coindesk,,0,5,5,"A NY-based bitcoin swaps startup with a board boasting a who's who of finance bigwigs has stepped closer to launch http://www.coindesk.com/bitcoin-options-firm-ledgerx-crosses-key-launch-hurdle/ …",,,,823878326192316417,https://twitter.com/coindesk/status/823878326192316417
2017-01-24 12:00:03,coindesk,,0,19,9,"The latest Bitcoin Price Index is 906.75 USD http://www.coindesk.com/price/ pic.twitter.com/iLdn9AbsJ4",,,,823862927459487745,https://twitter.com/coindesk/status/823862927459487745
2017-01-24 08:00:02,coindesk,,1,20,22,"The latest Bitcoin Price Index is 916.81 USD http://www.coindesk.com/price/ pic.twitter.com/k7KcUMUHiz",,,,823802528462700544,https://twitter.com/coindesk/status/823802528462700544
2017-01-24 04:00:02,coindesk,,1,24,18,"The latest Bitcoin Price Index is 911.93 USD http://www.coindesk.com/price/ pic.twitter.com/FudM6lf5gl",,,,823742130430636032,https://twitter.com/coindesk/status/823742130430636032
2017-01-24 03:00:38,coindesk,,0,13,10,"Thanks to new VC funding, bitcoin swaps firm LedgerX is closer to final approval from the CFTC to open for business http://www.coindesk.com/bitcoin-options-firm-ledgerx-crosses-key-launch-hurdle/ …",,,,823727178533707777,https://twitter.com/coindesk/status/823727178533707777
