date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2017-01-21 23:59:03,coindesk,,0,31,18,"The latest Bitcoin Price Index is 919.94 USD http://www.coindesk.com/price/ pic.twitter.com/cFt0uvlvjW",,,,822956706120536064,https://twitter.com/coindesk/status/822956706120536064
2017-01-21 21:00:04,coindesk,,0,21,13,"A new effort by Blockstream aims to link private blockchains with that of bitcoin, offering a number of benefits http://www.coindesk.com/blockstream-making-case-new-kind-private-blockchain/ …",,,,822911666010603520,https://twitter.com/coindesk/status/822911666010603520
2017-01-21 20:00:03,coindesk,,1,34,33,"The latest Bitcoin Price Index is 918.81 USD http://www.coindesk.com/price/ pic.twitter.com/ggA0yPE5pk",,,,822896560023470081,https://twitter.com/coindesk/status/822896560023470081
2017-01-21 19:17:59,loomdart,DarbyOGill_,1,0,0,">bitcoin >sell DUDE WTF",,,,822885976259301380,https://twitter.com/loomdart/status/822885976259301380
2017-01-21 17:25:09,BTCTN,,0,13,9,"Bitcoin Investment Trust Could IPO by October https://news.bitcoin.com/bitcoin-investment-trust-ipo-october/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/uq1gW29xqh",,,,822857579952902144,https://twitter.com/BTCTN/status/822857579952902144
2017-01-21 16:41:49,loomdart,,1,5,19,"when altcoin mm's meet bitcoin mm's pic.twitter.com/E5kWfHHG4k",,,,822846672237719552,https://twitter.com/loomdart/status/822846672237719552
2017-01-21 16:39:49,TuurDemeester,,1,6,12,"New paper: Chinese Bitcoin volumes might hugely diminish if exchanges introduced trading fees. https://www.scribd.com/document/337160120/Spread-Standardization-Bitcoin … Via @stanmarionpic.twitter.com/9ix8oz1JkN",,@stanmarionpic,,822846170754142209,https://twitter.com/TuurDemeester/status/822846170754142209
2017-01-21 16:00:03,coindesk,,0,32,26,"The latest Bitcoin Price Index is 919.32 USD http://www.coindesk.com/price/ pic.twitter.com/5bz70s8pel",,,,822836164147249152,https://twitter.com/coindesk/status/822836164147249152
2017-01-21 15:55:40,coindesk,,0,23,9,"Is Bitcoin App Abra Finally Ready for Its Big Debut? http://www.coindesk.com/is-bitcoin-app-abra-finally-ready-for-its-big-debut/ …pic.twitter.com/RctozFJYAS",,,,822835058109284356,https://twitter.com/coindesk/status/822835058109284356
2017-01-21 15:21:57,BTCNewsletter,PCreek32,0,0,0,"RT @PCreek32 @COMM240 A good article on how Wall Street is adopting bitcoin technology. https://btc.icymi.email/comm240-a-good-article-on-how-wall-street-is-adopting-bitcoin-technology/ … #CApic.twitter.com/Vy0snlXSbD",,@PCreek32 @COMM240,#CApic,822826574282113025,https://twitter.com/BTCNewsletter/status/822826574282113025
2017-01-21 14:58:21,coindesk,,1,19,8,"Bitcoin Traders Adopt 'Wait and See' Stance As China Impact Fades http://www.coindesk.com/bitcoin-traders-adopt-wait-see-stance-china-impact-fades/ …pic.twitter.com/UbCHGfSeoq",,,,822820635307085826,https://twitter.com/coindesk/status/822820635307085826
2017-01-21 14:10:34,BTCTN,,0,7,9,"Over 300 BTC in High Stake Jackpots Available at Bitcoin Games https://news.bitcoin.com/bitcoin-games-high-stakes-gaming-portal-everyone/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/9a118imsk6",,,,822808610820341761,https://twitter.com/BTCTN/status/822808610820341761
2017-01-21 12:57:45,iamjosephyoung,,1,0,2,"YouTube should have a donate button under each video accepting #bitcoin payments. Would be great for emerging content providers. @YouTubepic.twitter.com/HV92dROsiw",,@YouTubepic,#bitcoin,822790287776845824,https://twitter.com/iamjosephyoung/status/822790287776845824
2017-01-21 12:00:02,coindesk,,1,50,37,"The latest Bitcoin Price Index is 921.75 USD http://www.coindesk.com/price/ pic.twitter.com/Y6Ypqb315z",,,,822775761912401920,https://twitter.com/coindesk/status/822775761912401920
2017-01-21 11:30:06,BTCTN,,1,10,10,"Nigeria’s Bitcoin Interest Unwavering Despite Government Crackdown https://news.bitcoin.com/nigerias-bitcoin-interest-unwavering-despite-government-crackdown/?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/t6uL3jREV6",,,,822768228954873857,https://twitter.com/BTCTN/status/822768228954873857
2017-01-21 10:34:27,loomdart,,1,0,5,"also a country using bitcoin and NOT making their own cryptocurrency is such a idealistic pipe dream it's hilarious",,,,822754223645462528,https://twitter.com/loomdart/status/822754223645462528
2017-01-21 10:33:32,loomdart,,1,6,8,"My Statement on the current chinese bitcoin exchange and PBOC situation: pic.twitter.com/GPfkOqQZ6K",,,,822753990505013249,https://twitter.com/loomdart/status/822753990505013249
2017-01-21 09:48:42,loomdart,,1,0,0,"Reccomend your 1 best twitter bitcoin trader/indicator, decided to crowdfund the compiling of ma list (give a reason too, examples etc)",,,,822742708427063298,https://twitter.com/loomdart/status/822742708427063298
2017-01-21 08:00:03,coindesk,,0,35,33,"The latest Bitcoin Price Index is 915.53 USD http://www.coindesk.com/price/ pic.twitter.com/X5w7oLptV9",,,,822715365893570560,https://twitter.com/coindesk/status/822715365893570560
2017-01-21 07:00:07,coindesk,,1,30,14,"A lawyer who helped craft Gemini's legal infrastructure predicts SEC approval for bitcoin ETFs won't happen soon http://www.coindesk.com/ex-gemini-lawyer-sec-unlikely-to-approve-winklevoss-bitcoin-etf/ …",,,,822700282995965952,https://twitter.com/coindesk/status/822700282995965952
2017-01-21 05:58:34,TuurDemeester,bauhiniacapital,1,0,1,"Oh sure. But in order to keep it simple, scenario is ""what if Bitcoin replaces the dominant reserve Currency""?",,,,822684793477406720,https://twitter.com/TuurDemeester/status/822684793477406720
2017-01-21 04:02:52,TuurDemeester,futuregravy,1,1,0,"afaik Bitcoin exchange markets are very decentralized",,,,822655677852164097,https://twitter.com/TuurDemeester/status/822655677852164097
2017-01-21 04:00:03,coindesk,,1,51,38,"The latest Bitcoin Price Index is 919.25 USD http://www.coindesk.com/price/ pic.twitter.com/Z35Ss3uJGo",,,,822654968113090560,https://twitter.com/coindesk/status/822654968113090560
2017-01-21 03:47:23,TuurDemeester,,7,26,44,"Bitcoin: breaking out? pic.twitter.com/2nzQmWtj6t",,,,822651780798541826,https://twitter.com/TuurDemeester/status/822651780798541826
